site,lon,lat,sp1,sp2,sp3,wc1,wc2,wc3,wc4,wc5,wc6,wc7,wc8,wc9,wc10,wc11,wc12,wc13,wc14,wc15,wc16,wc17,wc18,wc19,lc1,lc2,lc3,lc4,lc5,lc6,lc7,lc8,lc10,lc11,lc12,lc13,lc14
234998,-76.625,45.375,1,0,0,63.22888946533203,84.65110778808594,213.74221801757812,10464.638671875,253.90554809570312,-141.68333435058594,395.5733337402344,162.58999633789062,-85.10221862792969,198.0177764892578,-85.48999786376953,787.054443359375,77.9477767944336,50.75222396850586,12.465555191040039,226.82777404785156,156.3655548095703,214.0577850341797,156.37554931640625,46,0,0,0,0,5,0,1,7,34,0,119,6
234999,-76.625,45.625,1,0,0,61.94111251831055,85,212.0655517578125,10612.4111328125,254.40444946289062,-145.94332885742188,400.3133239746094,179.8222198486328,-86.71666717529297,198.2544403076172,-88.78333282470703,834.48553466796875,81.6177749633789,50.63444519042969,15.006667137145996,241.413330078125,156.35110473632812,236.4066619873047,156.4199981689453,38,0,0,0,0,14,0,3,13,24,0,48,3
235000,-76.625,45.875,1,0,0,54.33000183105469,85,211.09555053710938,10680.6513671875,247.42222595214844,-154.9855499267578,402.3611145019531,189.3255615234375,-70.55110931396484,191.1699981689453,-97.2611083984375,924.6177978515625,92.10888671875,54.274444580078125,17.094444274902344,273.5299987792969,166.98666381835938,271.631103515625,168.60556030273438,60,0,0,0,0,3,0,0,2,30,0,54,4
235001,-76.625,46.125,1,0,0,47.518890380859375,85,209.77000427246094,10753.595703125,241.10888671875,-163.2288818359375,404.3511047363281,184.9344482421875,-94.93888854980469,185.0144500732422,-105.06444549560547,946.74444580078125,95.41889190673828,55.92555618286133,17.246665954589844,284.29779052734375,172.87110900878906,283.5188903808594,173.29222106933594,68,0,0,0,0,0,0,0,0,29,0,48,3
235002,-76.625,46.375,1,0,0,42.97666549682617,85,208.12110900878906,10848.08984375,237.41888427734375,-169.49444580078125,406.8877868652344,179.49888610839844,-96.163330078125,181.46556091308594,-110.92666625976562,934.05999755859375,95.554443359375,54.926666259765625,18.398889541625977,285.48443603515625,169.87889099121094,283.9422302246094,170.54556274414062,67,0,0,0,0,0,0,0,0,29,0,48,3
235003,-76.625,46.625,1,0,0,36.898887634277344,84.687774658203125,206.83778381347656,10915.79296875,231.7822265625,-176.8733367919922,408.62445068359375,161.07666015625,-92.7955551147461,176.1022186279297,-117.97888946533203,916.29669189453125,95.828887939453125,54.4566650390625,19.2722225189209,285.89556884765625,166.9088897705078,281.0755615234375,169.22332763671875,65,0,0,0,0,0,0,0,0,30,0,53,3
235004,-76.625,46.875,1,0,0,32.947776794433594,84.2911148071289,205.5366668701172,11002.28125,228.5433349609375,-182.43666076660156,411,144.62777709960938,-80.586669921875,173.1133270263672,-123.1977767944336,911.66778564453125,97.97222137451172,55.62666702270508,20.020000457763672,291.0655517578125,169.40554809570312,283.62445068359375,172.57444763183594,68,0,0,0,0,0,0,0,0,29,0,48,3
235005,-76.625,47.125,1,0,0,31.1299991607666,84.35444641113281,203.95777893066406,11110.1357421875,227.79110717773438,-186.30332946777344,414.0955505371094,135.39222717285156,-78.231109619140625,172.52667236328125,-126.67888641357422,902.28558349609375,100.35888671875,55.302223205566406,21.516666412353516,296.32000732421875,166.92555236816406,285.3077697753906,172.8955535888672,62,0,0,0,0,0,0,0,0,29,0,54,3
235006,-76.625,47.375,1,0,0,29.101110458374023,84.6844482421875,202.74000549316406,11210.4287109375,226.8077850341797,-190.25999450683594,417.0555419921875,133.34666442871094,-80.883331298828125,171.65444946289062,-130.32000732421875,904.606689453125,102.94999694824219,54.545555114746094,22.897777557373047,301.6222229003906,164.57444763183594,291.3822326660156,172.68777465820312,49,0,0,0,0,0,0,0,0,21,0,48,3
235007,-76.625,47.625,1,0,0,25.981111526489258,84.99333190917969,201.88888549804688,11294.2890625,224.4933319091797,-195.09889221191406,419.6933288574219,146.91221618652344,-84.44666290283203,169.42999267578125,-134.80111694335938,926.9222412109375,107.15666961669922,53.45333480834961,23.8477783203125,308.4700012207031,164.5800018310547,305.2699890136719,173.4955596923828,65,0,0,0,0,0,0,0,0,31,0,55,3
235008,-76.625,47.875,1,0,0,21.49888801574707,85,201.3333282470703,11359.28125,220.92889404296875,-200.87222290039062,421.8233337402344,163.0111083984375,-89.8822250366211,165.71221923828125,-140.43333435058594,949.44000244140625,112.6844482421875,51.01333236694336,24.955554962158203,319.8999938964844,162.5755615234375,319.7822265625,171.6999969482422,67,0,0,0,0,0,0,0,0,32,0,55,3
235011,-76.625,48.625,1,0,0,12.69777774810791,86,199.60777282714844,11630.587890625,216.94000244140625,-214.16555786132812,431.11334228515625,160.37554931640625,-138.29888916015625,160.37554931640625,-153.6522216796875,975.5010986328125,125.06888580322266,41.21333312988281,30.908889770507812,351.34112548828125,145.32110595703125,351.34112548828125,145.9844512939453,68,0,0,0,0,0,0,0,0,30,0,55,3
235012,-76.625,48.875,1,0,0,12.721111297607422,86.714447021484375,198.9244384765625,11765.7919921875,219.60777282714844,-216.20777893066406,435.8388977050781,157.14332580566406,-155.1455535888672,162.19444274902344,-155.72999572753906,961.33221435546875,125.20333099365234,36.398887634277344,33.885555267333984,350.98443603515625,131.7388916015625,350.57000732421875,131.75111389160156,66,0,0,0,0,0,0,0,0,30,0,55,3
235013,-76.625,49.125,1,0,0,11.711111068725586,87.13111114501953,198.33778381347656,11883.6787109375,221.06443786621094,-218.9855499267578,440.0833435058594,150.95555114746094,-158.30111694335938,162.67111206054688,-158.59555053710938,970.7933349609375,128.11000061035156,34.01777648925781,35.996665954589844,359.97332763671875,125.01222229003906,358.3011169433594,125.01777648925781,67,0,0,0,0,0,0,0,0,31,0,55,2
235014,-76.625,49.375,1,0,0,12.065555572509766,87.98999786376953,197.6155548095703,12011.7646484375,223.8977813720703,-220.57444763183594,444.5010986328125,138.2133331298828,-160.28111267089844,164.65777587890625,-160.28111267089844,900.48114013671875,118.09222412109375,30.535554885864258,36.72222137451172,334.32110595703125,112.9544448852539,331.227783203125,112.9544448852539,62,0,0,0,0,0,0,0,0,29,0,55,2
235016,-76.625,49.875,1,0,0,8.617777824401855,88,195.78334045410156,12156.7626953125,222.9244384765625,-225.82777404785156,448.79443359375,141.83888244628906,-162.5322265625,162.80221557617188,-166.3111114501953,913.37445068359375,119.14555358886719,32.76444625854492,37.02111053466797,339.7611083984375,118.38666534423828,337.60333251953125,118.4977798461914,53,0,0,0,0,0,0,0,0,25,0,55,2
235017,-76.625,50.125,1,0,0,6.1811113357543945,87.481109619140625,194.63888549804688,12195.9609375,220.74667358398438,-228.60667419433594,449.3599853515625,145.304443359375,-162.59445190429688,160.51889038085938,-169.62445068359375,903.56219482421875,117.66666412353516,33.26444625854492,37.137779235839844,336.2355651855469,118.52222442626953,334.8011169433594,118.70333099365234,65,0,0,0,0,0,0,0,0,30,0,55,2
235022,-76.625,51.375,1,0,0,-3.6288888454437256,84.00777435302734,188.0322265625,12295.6669921875,209.25999450683594,-237.54222106933594,446.79888916015625,115.74666595458984,-165.74667358398438,150.33555603027344,-183.0577850341797,853.24444580078125,113.71333312988281,31.20777702331543,40.82555389404297,327.66778564453125,106.43888854980469,316.9644470214844,107.0111083984375,67,0,0,0,0,0,0,0,0,31,0,55,2
235023,-76.625,51.625,1,0,0,-4.62333345413208,83.28666687011719,186.9844512939453,12300.3662109375,208.0577850341797,-237.91888427734375,445.90777587890625,108.60888671875,-177.8877716064453,149.26222229003906,-184.52777099609375,823.74334716796875,109.9588851928711,29.816667556762695,41.36333465576172,319.477783203125,101.52333068847656,302.3355407714844,101.69110870361328,63,0,0,0,0,0,0,0,0,28,0,55,2
235026,-76.625,52.375,1,0,0,-8.033333778381348,81.62444305419922,183.93666076660156,12319.0517578125,204.33111572265625,-239.3622283935547,443.6977844238281,105.48332977294922,-189.02667236328125,145.59222412109375,-189.51333618164062,776.9888916015625,109.71778106689453,26.97222137451172,43.75777816772461,316.66888427734375,91.54222106933594,275.6544494628906,91.55110931396484,73,0,0,0,0,0,0,0,0,0,0,29,1
235027,-76.625,52.625,1,0,0,-9.747777938842773,81,182.71665954589844,12335.57421875,202.84666442871094,-240.46221923828125,443.348876953125,104.21778106689453,-191.7544403076172,143.9844512939453,-191.81443786621094,761.4322509765625,109.95999908447266,25.97888946533203,44.61777877807617,316.0655517578125,88.33110809326172,268.1122131347656,88.33222198486328,79,0,0,0,0,0,0,0,0,0,0,29,1
235028,-76.625,52.875,1,0,0,-11.199999809265137,80.44110870361328,181.41888427734375,12371.9189453125,202.0111083984375,-241.57444763183594,443.6277770996094,103.44889068603516,-194.14332580566406,142.9499969482422,-194.20333862304688,752.66778564453125,110.92778015136719,25.275554656982422,45.481109619140625,317.57000732421875,86.08000183105469,265.35333251953125,86.08110809326172,95,0,0,0,0,0,0,0,0,0,0,29,1
235030,-76.625,53.375,1,0,0,-14.894444465637207,79.28333282470703,178.33444213867188,12481.044921875,200.02667236328125,-245.13555908203125,445.19110107421875,101.66222381591797,-200.17889404296875,140.95111083984375,-200.17889404296875,724.99554443359375,110.90555572509766,23.746665954589844,47.16666793823242,315.6766662597656,81.01667022705078,278.0555419921875,81.01667022705078,79,0,0,0,0,0,0,0,0,0,0,30,1
235043,-76.625,56.625,0,0,0,-37.49834060668945,45.00332260131836,124.2923583984375,10822.544921875,125.98339080810547,-235.64451599121094,361.601318359375,80.42857360839844,-94.82059478759766,99.803985595703125,-206.10299682617188,664.059814453125,95.17940521240234,24.813953399658203,41.83720779418945,280.5880432128906,77.465118408203125,254.31561279296875,107.02658081054688,0,0,0,0,0,0,0,0,0,0,0,1,0
235561,-76.375,44.125,1,1,0,83.91444396972656,75.46333312988281,209.17333984375,9699.341796875,260.1811218261719,-100.54777526855469,360.73443603515625,8.657777786254883,52.47999954223633,212.086669921875,-53.413333892822266,926.07330322265625,91.0088882446289,65.09222412109375,10.155555725097656,269.4599914550781,203.10777282714844,224.6744384765625,208.99110412597656,0,0,2,0,0,0,0,0,0,37,0,72,6
235562,-76.375,44.375,1,1,0,78.586669921875,77.53111267089844,209.95111083984375,9878.509765625,258.2489013671875,-111.09666442871094,369.3033447265625,71.10111236572266,-47.27000045776367,208.33111572265625,-61.61555480957031,893.60113525390625,85.94000244140625,58.7066650390625,10.54444408416748,252.76889038085938,188.28111267089844,226.64999389648438,188.97666931152344,35,0,3,0,0,15,0,2,10,24,0,52,4
235563,-76.375,44.625,1,1,1,73.616668701171875,79.90555572509766,211.7788848876953,10039.4423828125,256.5299987792969,-120.77666473388672,377.3011169433594,164.43333435058594,-63.51222229003906,204.55555725097656,-69.08333587646484,863.893310546875,81.76555633544922,55.66555404663086,10.329999923706055,242.50222778320312,179.10110473632812,229.1922149658203,179.28334045410156,55,0,0,0,0,3,0,1,2,29,0,56,4
235564,-76.375,44.875,1,0,0,70.21333312988281,82.06444549560547,213.2544403076172,10198.2490234375,256.25,-128.4955596923828,384.7466735839844,167.8222198486328,-74.4888916015625,202.44444274902344,-74.8066635131836,819.9344482421875,78.76555633544922,53.51777648925781,10.362222671508789,233.05555725097656,169.10333251953125,223.92333984375,169.11111450195312,48,0,0,0,0,9,0,2,7,29,0,55,4
235565,-76.375,45.125,1,0,0,66.54222106933594,83.6177749633789,213.93556213378906,10339.8515625,255.13221740722656,-135.7133331298828,390.8477783203125,164.31777954101562,-80.1322250366211,200.01666259765625,-80.50777435302734,789.50775146484375,76.90333557128906,51.612220764160156,10.527777671813965,226.77444458007812,161.9522247314453,214.33111572265625,161.96221923828125,54,0,0,0,0,5,0,1,4,30,0,56,4
235566,-76.375,45.375,1,0,0,66.111114501953125,84.44110870361328,212.8544464111328,10509.4423828125,257.1422119140625,-139.76666259765625,396.91888427734375,165.65554809570312,-83.3133316040039,201.2566680908203,-83.3133316040039,774.50445556640625,74.62666320800781,49.918888092041016,10.884444236755371,219.58111572265625,156.26222229003906,209.9411163330078,156.26222229003906,31,0,1,0,0,10,0,5,13,26,0,53,4
235567,-76.375,45.625,1,0,0,60.26555633544922,85,211.91444396972656,10608.748046875,252.50111389160156,-147.72555541992188,400.2611083984375,181.8622283935547,-76.67555236816406,196.3977813720703,-90.445556640625,882.0333251953125,86.34111022949219,53.40666580200195,14.976666450500488,255.07000732421875,166.77777099609375,249.99888610839844,167.32444763183594,47,0,0,0,0,12,0,2,7,26,0,50,3
235568,-76.375,45.875,1,0,0,53.141109466552734,85,210.67666625976562,10687.353515625,246.15777587890625,-156.4411163330078,402.5899963378906,189.89443969726562,-78.07555389404297,189.9677734375,-98.57444763183594,915.7410888671875,90.72666931152344,55.828887939453125,14.883333206176758,268.00665283203125,173.06777954101562,264.99554443359375,173.9411163330078,66,0,0,0,0,0,0,0,0,32,0,55,4
235569,-76.375,46.125,1,0,0,47.70888900756836,85,209.12222290039062,10780.0859375,241.4633331298828,-163.6455535888672,405.1811218261719,185.42333984375,-96.3822250366211,185.43556213378906,-105.30999755859375,931.92108154296875,93.70111083984375,56.426666259765625,15.578888893127441,277.6211242675781,175.16888427734375,277.04443359375,175.54444885253906,65,0,0,0,0,0,0,0,0,31,0,56,4
235570,-76.375,46.375,1,0,0,44.817779541015625,84.87666320800781,207.07333374023438,10896.1943359375,239.6999969482422,-168.68777465820312,408.36444091796875,183.14332580566406,-98.5088882446289,183.84445190429688,-109.86222076416016,916.64776611328125,94.29777526855469,54.2055549621582,17.6744441986084,280.3611145019531,168.83778381347656,278.6844482421875,169.37889099121094,64,0,0,0,0,0,0,0,0,30,0,56,4
235571,-76.375,46.625,1,0,0,41.204444885253906,84.0199966430664,205.41221618652344,10994.5634765625,236.89111328125,-174.0822296142578,410.97332763671875,173.40554809570312,-89.43000030517578,181.34445190429688,-114.8677749633789,893.1944580078125,93.92555236816406,53.32555389404297,18.850000381469727,279.21112060546875,164.71444702148438,274.92999267578125,166.51222229003906,63,0,0,0,0,0,0,0,0,29,0,55,3
235572,-76.375,46.875,1,0,0,34.186668395996094,84,204.57666015625,11039.5048828125,230.01666259765625,-182.03111267089844,412.0833435058594,146.76333618164062,-76.07221984863281,174.73666381835938,-122.61222076416016,914.7955322265625,99.48222351074219,55.065555572509766,20.71666717529297,294.5299987792969,166.63999938964844,285.3888854980469,172.92111206054688,69,0,0,0,0,0,0,0,0,30,0,48,3
235573,-76.375,47.125,1,0,0,30.95222282409668,84,203.2611083984375,11125.3447265625,227.49110412597656,-186.90110778808594,414.4266662597656,138.1844482421875,-76.18888854980469,172.4066619873047,-127.19000244140625,916.94110107421875,102.21888732910156,56.00444412231445,21.581111907958984,301.60223388671875,169.4566650390625,290.4033203125,177.16000366210938,65,0,0,0,0,0,0,0,0,28,0,48,3
235574,-76.375,47.375,1,0,0,27.127777099609375,84,202.3766632080078,11199.1787109375,224.4177703857422,-192.1155548095703,416.5322265625,133.695556640625,-69.6433334350586,169.4611053466797,-132.20333862304688,947.193359375,109.03111267089844,56.33777618408203,23.654443740844727,318.6933288574219,170.054443359375,306.0833435058594,182.1233367919922,64,0,0,0,0,0,0,0,0,28,0,48,3
235575,-76.375,47.625,1,0,0,24.322221755981445,84.22444152832031,201.46556091308594,11284.458984375,222.5177764892578,-196.60777282714844,419.1111145019531,146.52333068847656,-81.40333557128906,167.61444091796875,-136.43666076660156,967.49554443359375,112.6500015258789,56.53666687011719,23.790000915527344,322.21221923828125,173.1522216796875,319.44000244140625,183.4711151123047,66,0,0,0,0,0,0,0,0,32,0,55,3
235576,-76.375,47.875,1,0,0,21.968889236450195,84.88111114501953,200.58111572265625,11377.1982421875,221.3222198486328,-200.7100067138672,422.00555419921875,164.50555419921875,-89.50666809082031,166.336669921875,-140.304443359375,948.60888671875,113.16444396972656,51.434444427490234,25.09000015258789,319.3066711425781,161.84555053710938,319.2200012207031,173.24110412597656,64,0,0,0,0,0,0,0,0,31,0,56,3
235577,-76.375,48.125,1,0,0,16.520000457763672,85,200.4344482421875,11432.3046875,216.89666748046875,-207.11000061035156,423.98443603515625,161.0911102294922,-95.83000183105469,161.62110900878906,-146.7544403076172,1005.9511108398438,123.65110778808594,51.655555725097656,25.996665954589844,347.86444091796875,169.36444091796875,347.7866516113281,177.50778198242188,69,0,0,0,0,0,0,0,0,30,0,55,3
235580,-76.375,48.875,1,0,0,12.461111068725586,86.48555755615234,198.2822265625,11777.115234375,219.4088897705078,-216.55999755859375,435.9977722167969,161.0500030517578,-149.6477813720703,162.02667236328125,-156.24777221679688,948.39111328125,122.39555358886719,38.13222122192383,32.560001373291016,342.413330078125,136.07110595703125,342.3766784667969,136.24444580078125,64,0,0,0,0,0,0,0,0,31,0,54,3
235582,-76.375,49.375,0,0,0,12.55888843536377,87.49555206298828,196.84666442871094,12022.3798828125,224.31666564941406,-220.20555114746094,444.5022277832031,147.06333923339844,-159.93666076660156,165.25999450683594,-160.05555725097656,911.042236328125,118.59889221191406,33.351112365722656,35.48666763305664,335.4044494628906,120.45111083984375,333.57110595703125,120.45333099365234,57,0,0,0,0,0,0,0,0,24,0,48,2
235583,-76.375,49.625,0,0,0,11.140000343322754,87.89444732666016,196.01222229003906,12103.67578125,224.3000030517578,-222.7344512939453,447.0555419921875,126.6433334350586,-148.3433380126953,164.7544403076172,-162.8699951171875,939.58111572265625,121.94000244140625,34.24333190917969,36.79666519165039,349.6822204589844,123.2933349609375,343.99554443359375,123.71444702148438,53,0,0,0,0,0,0,0,0,24,0,53,2
235584,-76.375,49.875,1,0,0,8.193333625793457,87.42778015136719,195.23777770996094,12146.8212890625,221.9411163330078,-226.07110595703125,448.0333251953125,140.23333740234375,-158.53555297851562,162.1844482421875,-166.70443725585938,916.57666015625,118.71444702148438,34.274444580078125,36.565555572509766,339.8444519042969,121.69999694824219,337.4277648925781,121.94999694824219,66,0,0,0,0,0,0,0,0,31,0,55,2
235586,-76.375,50.375,1,0,0,3.0199999809265137,86.40888977050781,192.7022247314453,12212.0068359375,216.8411102294922,-231.6455535888672,448.45220947265625,138.67111206054688,-146.96665954589844,157.28443908691406,-173.49110412597656,922.12554931640625,119.9477767944336,35.24777603149414,37.6422233581543,344.5755615234375,122.36000061035156,342.7744445800781,123.2300033569336,67,0,0,0,0,0,0,0,0,31,0,55,2
235591,-76.375,51.625,1,0,0,-4.325555324554443,83,186.2177734375,12302.2314453125,207.8800048828125,-237.7933349609375,445.6499938964844,109.4044418334961,-176.6588897705078,149.663330078125,-184.1266632080078,836.1099853515625,111.36222076416016,30.459999084472656,41.315555572509766,324.5144348144531,103.81777954101562,308.4911193847656,104.01555633544922,64,0,0,0,0,0,0,0,0,25,0,48,2
235594,-76.375,52.375,0,0,0,-7.6077775955200195,81.30333709716797,183.40777587890625,12332.04296875,204.52999877929688,-239.3111114501953,443.8777770996094,105.83333587646484,-188.0833282470703,146.3477783203125,-188.99777221679688,790.73779296875,111.1500015258789,27.479999542236328,43.83222198486328,322.2210998535156,93.5955581665039,284.4644470214844,93.616668701171875,84,0,0,0,0,0,0,0,0,0,0,29,1
235599,-76.375,53.625,1,0,0,-16.88222312927246,78.5566635131836,176.25222778320312,12530.6123046875,198.4199981689453,-247.1777801513672,445.522216796875,100.57555389404297,-202.22555541992188,139.97555541992188,-203.04444885253906,723.643310546875,111.6177749633789,23.739999771118164,48.459999084472656,319.6966552734375,80.6177749633789,286.0877685546875,80.63444519042969,87,0,0,0,0,0,0,0,0,0,0,31,1
236129,-76.125,44.125,1,1,1,83.4044418334961,77.06999969482422,211.77000427246094,9753.4521484375,260.8833312988281,-103.07444763183594,363.9755554199219,9.431111335754395,-15.814444541931152,211.49110412597656,-54.810001373291016,913.64111328125,89.437774658203125,64.51555633544922,10.076666831970215,262.3999938964844,196.87554931640625,225.69778442382812,205.47555541992188,0,0,10,0,0,16,0,5,4,43,0,66,5
236130,-76.125,44.375,1,1,0,80.35221862792969,78.54777526855469,211.27777099609375,9930.982421875,260.82000732421875,-110.96778106689453,371.7822265625,104.86222076416016,-23.031110763549805,210.15444946289062,-60.71111297607422,856.82220458984375,82.51555633544922,56.81888961791992,10.421111106872559,241.38888549804688,179.0144500732422,224.09445190429688,182.02667236328125,0,0,1,0,0,11,0,5,9,45,0,66,5
236131,-76.125,44.625,1,1,0,75.774444580078125,80.39778137207031,212.2111053466797,10081.0517578125,259.14776611328125,-119.8133316040039,378.9588928222656,189.29444885253906,-30.80555534362793,206.8000030517578,-67.59333038330078,831.2510986328125,81.304443359375,54.928890228271484,10.553333282470703,236.38888549804688,172.55667114257812,234.24110412597656,174.45889282226562,40,0,0,0,0,10,0,5,9,25,0,55,4
236132,-76.125,44.875,1,0,0,72.2522201538086,82.2388916015625,213,10231.9873046875,258.4544372558594,-127.41000366210938,385.8477783203125,201.38999938964844,-46.65999984741211,204.51222229003906,-73.3388900756836,818.7489013671875,82.2388916015625,55.101112365722656,11.087778091430664,238.40777587890625,170.53334045410156,238.25889587402344,171.49888610839844,38,0,1,0,0,12,0,4,10,27,0,54,4
236133,-76.125,45.125,1,0,0,68.93888854980469,83.5566635131836,213.0388946533203,10378.2119140625,257.7244567871094,-134.16888427734375,391.8988952636719,175.0688934326172,-75.20555877685547,202.6344451904297,-78.63999938964844,815.91888427734375,78.59666442871094,54.776668548583984,9.833333015441895,232.8844451904297,171.82000732421875,228.99110412597656,171.91444396972656,35,0,1,0,0,14,0,4,12,29,0,55,4
236134,-76.125,45.375,1,1,0,67.47444152832031,84.0888900756836,212.0066680908203,10539.3837890625,258.651123046875,-139.08444213867188,397.6766662597656,166.4788818359375,-82.37000274658203,202.82888793945312,-82.37000274658203,835.51776123046875,78.02555847167969,55.58555603027344,8.771111488342285,232.0066680908203,176.3111114501953,225.15444946289062,176.3111114501953,24,0,1,0,0,12,0,12,17,29,0,70,5
236135,-76.125,45.625,1,0,0,59.78888702392578,84.94110870361328,211.27333068847656,10622.8466796875,252.02777099609375,-148.58999633789062,400.5666809082031,171.8977813720703,-80.93000030517578,196.00222778320312,-91.08222198486328,896.207763671875,85.13999938964844,56.372222900390625,12.228888511657715,251.98777770996094,178.02667236328125,247.26333618164062,178.62777709960938,55,0,0,0,0,6,0,1,1,29,0,56,4
236136,-76.125,45.875,1,0,0,54.939998626708984,85,209.6744384765625,10733.6201171875,248.2933349609375,-155.60556030273438,403.9811096191406,192.1699981689453,-93.0433349609375,192.25889587402344,-97.46111297607422,918.433349609375,88.55333709716797,58.725555419921875,12.166666984558105,262.6766662597656,183.07888793945312,262.2155456542969,183.26222229003906,63,0,0,0,0,3,0,0,0,31,0,54,4
236137,-76.125,46.125,1,0,0,51.72999954223633,85,207.6677703857422,10857.4912109375,246.36111450195312,-161.1699981689453,407.5555419921875,190.32333374023438,-101.34889221191406,190.4088897705078,-102.42888641357422,928.074462890625,92.1522216796875,57.65666580200195,14.489999771118164,274.05889892578125,179.63555908203125,273.50555419921875,179.663330078125,62,0,0,0,0,2,0,0,0,31,0,54,3
236138,-76.125,46.375,1,0,0,47.795555114746094,84.44000244140625,205.8622283935547,10963.6123046875,243.42111206054688,-167.05111694335938,410.4788818359375,186.78111267089844,-100.71333312988281,187.6199951171875,-107.88111114501953,893.9677734375,91.388885498046875,52.5011100769043,17.45222282409668,273.2133483886719,164.64666748046875,269.0466613769531,164.92555236816406,64,0,0,0,0,1,0,0,0,31,0,55,3
236139,-76.125,46.625,1,0,0,43.405555725097656,84,204.27667236328125,11051.62890625,239.71665954589844,-173.11444091796875,412.76666259765625,178.84666442871094,-82.53778076171875,184.20443725585938,-113.57333374023438,889.75335693359375,94.0888900756836,52.738887786865234,19.059999465942383,279.50445556640625,163.51666259765625,274.51666259765625,165.6566619873047,64,0,0,0,0,0,0,0,0,31,0,55,3
236140,-76.125,46.875,1,0,0,38.648887634277344,84,203.02333068847656,11122.6240234375,235.3844451904297,-179.18777465820312,414.5755615234375,158.57333374023438,-72.5344467163086,180.14222717285156,-119.42666625976562,887.933349609375,96.62110900878906,53.204444885253906,20.29111099243164,284.3655700683594,161.8433380126953,277.3288879394531,167.89111328125,68,0,0,0,0,0,0,0,0,30,0,48,3
236141,-76.125,47.125,1,0,0,31.835556030273438,84,202.4244384765625,11158.40234375,228.63555908203125,-186.7322235107422,415.3944396972656,141.977783203125,-76.17555236816406,173.6777801513672,-126.90666961669922,933.19891357421875,104.59111022949219,55.641109466552734,21.94444465637207,306.3655700683594,168.39999389648438,295.6333312988281,178.20889282226562,69,0,0,0,0,0,0,0,0,30,0,48,3
236142,-76.125,47.375,1,0,0,27.012222290039062,84,201.65110778808594,11214.4833984375,224.2022247314453,-192.63221740722656,416.87445068359375,136.0655517578125,-82.54888916015625,169.45777893066406,-132.66111755371094,936.13555908203125,106.61000061035156,55.96888732910156,22.713333129882812,310.5144348144531,168.8155517578125,301.05889892578125,178.9022216796875,67,0,0,0,0,0,0,0,0,29,0,48,3
236143,-76.125,47.625,0,0,0,23.553333282470703,84,200.8433380126953,11287.494140625,221.4822235107422,-197.47000122070312,418.9533386230469,150.33111572265625,-86.339996337890625,166.85110473632812,-137.36666870117188,956.79888916015625,111.44110870361328,55.87111282348633,23.30555534362793,317.60333251953125,171.33444213867188,314.9544372558594,180.94444274902344,67,0,0,0,0,0,0,0,0,31,0,51,3
236144,-76.125,47.875,1,0,0,20.184444427490234,84.12555694580078,200.2022247314453,11364.5546875,219.16888427734375,-202.20111083984375,421.35888671875,154.0800018310547,-86.59444427490234,164.3477783203125,-142.00889587402344,1004.54443359375,119.89444732666016,54.97999954223633,25.341110229492188,338.8944396972656,170.87554931640625,337.6555480957031,183.695556640625,67,0,0,0,0,0,0,0,0,32,0,56,3
236145,-76.125,48.125,0,0,0,16.258888244628906,84.92444610595703,199.84555053710938,11440.6748046875,216.5177764892578,-207.4177703857422,423.945556640625,159.4600067138672,-96.62110900878906,161.42666625976562,-147.19000244140625,968.04779052734375,117.69666290283203,50.46444320678711,25.523332595825195,331.1700134277344,163.82888793945312,330.96112060546875,171.10333251953125,69,0,0,0,0,0,0,0,0,30,0,55,3
236146,-76.125,48.375,1,0,0,16.91666603088379,85.01667022705078,198.7433319091797,11585.505859375,219.67889404296875,-209.09666442871094,428.7855529785156,163.9411163330078,-96.823333740234375,163.9411163330078,-148.77000427246094,976.76776123046875,121.34111022949219,47.988887786865234,27.482221603393555,340.29443359375,159.02000427246094,340.29443359375,164.86000061035156,68,0,0,0,0,0,0,0,0,30,0,55,3
236147,-76.125,48.625,1,0,0,14.581110954284668,85.93000030517578,198.20777893066406,11688.9677734375,219.4422149658203,-213.0433349609375,432.51220703125,161.4566650390625,-102.88333129882812,163.01666259765625,-152.75,961.719970703125,120.81666564941406,43.913333892822266,29.6744441986084,338.38555908203125,148.48110961914062,338.3077697753906,152.82444763183594,63,0,0,0,0,0,0,0,0,30,0,55,3
236148,-76.125,48.875,0,0,0,12.277777671813965,86.21333312988281,197.99888610839844,11787.4599609375,219.31333923339844,-216.84445190429688,436.1122131347656,161.4411163330078,-129.99221801757812,161.95111083984375,-156.61111450195312,971.50665283203125,123.73666381835938,41.87555694580078,31.36777687072754,346.8988952636719,145.38333129882812,346.8822326660156,146.4277801513672,63,0,0,0,0,1,0,0,0,30,0,54,3
236150,-76.125,49.375,1,0,0,11.783333778381348,87,196.4166717529297,12013.751953125,223.1588897705078,-220.74221801757812,443.91778564453125,140.79666137695312,-150.727783203125,164.35888671875,-160.80667114257812,958.08111572265625,123.14444732666016,37.947776794433594,34.540000915527344,349.9277648925781,133.57777404785156,347.5433349609375,133.81222534179688,60,0,0,0,0,1,0,0,0,28,0,54,2
