site,longitude,latitude,espece1,espece2,espece3,climat1,climat2,climat3,territoire1,territoire2,territoire3
128845,-79.91666666666667,44.083333333333336,1,0,0,0.635,-1.212,832,1,21,0
128846,-79.91666666666667,44.25,1,0,1,0.641,-1.214,860,1,20,0
128847,-79.91666666666667,44.416666666666664,1,0,0,0.64,-1.229,910,0,19,0
128848,-79.91666666666667,44.583333333333336,1,0,0,0.62,-1.251,962,0,17,0
128849,-79.91666666666667,44.75,1,0,0,0.612,-1.258,1025,0,15,0
