longitude,latitude,sp1,sp2,sp3,wc1,wc2,wc3,wc4,wc5,wc6,wc7,wc8,wc9,wc10,wc11,wc12,wc13,wc14,wc15,wc16,wc17,wc18,wc19,lc1,lc2,lc3,lc4,lc5,lc6,lc7,lc8,lc9,lc10
-75.75,44.083333333333336,1.0,1.0,1.0,6.628813,10.7873335,27.123276,1041.9943,26.02425,-13.74725,39.7715,8.588291,-0.90041655,18.97346,-6.760083,1037.0,111.0,61.0,16.759064,310.0,207.0,266.0,231.0,1.0,17.0,27.0,0.0,2.0,0.0,48.0,5.0,0.0,1.0
-75.75,44.416666666666664,,1.0,,6.7904687,10.123604,25.64837,1045.1516,26.08925,-13.3815,39.47075,8.988874,-5.70275,19.214,-6.54975,940.0,101.0,57.0,17.210579,278.0,181.0,250.0,201.0,0.0,12.0,19.0,0.0,2.0,0.0,49.0,0.0,18.0,1.0
-75.75,44.583333333333336,,1.0,1.0,6.5878334,9.98625,25.08919,1066.0054,26.08575,-13.71725,39.803,14.371125,-6.0847917,19.252125,-7.066167,927.0,99.0,57.0,16.493456,272.0,179.0,250.0,196.0,0.0,18.0,19.0,0.0,2.0,0.0,44.0,5.0,11.0,1.0
-75.75,44.75,,1.0,1.0,6.2269063,10.035521,24.709663,1093.3527,26.05975,-14.554,40.61375,18.188292,-6.7741666,19.13779,-7.854,917.0,95.0,58.0,15.1887455,267.0,180.0,251.0,196.0,0.0,12.0,22.0,0.0,3.0,0.0,62.0,0.0,1.0,0.0
-75.75,44.916666666666664,1.0,1.0,1.0,6.0160313,10.110771,24.58038,1109.9939,26.137001,-14.9965,41.1335,18.136583,-7.1995,19.097416,-8.301792,905.0,90.0,58.0,14.253022,261.0,178.0,250.0,195.0,0.0,16.0,23.0,0.0,4.0,0.0,56.0,1.0,0.0,1.0
-75.75,45.083333333333336,1.0,1.0,1.0,5.820906,10.058562,24.245972,1124.0276,26.07175,-15.41375,41.4855,18.058083,-7.5957084,19.040709,-8.68975,898.0,88.0,58.0,14.234134,259.0,177.0,251.0,195.0,0.0,29.0,16.0,0.0,2.0,0.0,51.0,1.0,1.0,1.0
-75.75,45.25,1.0,1.0,1.0,5.791198,10.204271,24.207985,1150.0166,26.35325,-15.79925,42.1525,18.23479,-7.9009585,19.291,-9.097667,900.0,88.0,57.0,14.249018,258.0,178.0,255.0,194.0,1.0,38.0,17.0,0.0,2.0,0.0,22.0,19.0,1.0,1.0
-75.75,45.416666666666664,1.0,1.0,1.0,5.896802,10.225771,23.966604,1159.3383,26.68375,-15.983,42.666748,19.513792,-7.936583,19.513792,-9.080958,922.0,89.0,57.0,14.585627,264.0,181.0,264.0,197.0,1.0,3.0,11.0,0.0,2.0,0.0,22.0,52.0,9.0,1.0
-75.75,45.583333333333336,1.0,1.0,1.0,4.774375,10.558084,24.566965,1154.4248,25.58475,-17.392,42.97675,13.333625,-9.0668745,18.259167,-10.146542,1008.0,98.0,64.0,13.96531,282.0,199.0,281.0,217.0,0.0,5.0,13.0,0.0,2.0,0.0,71.0,5.0,3.0,1.0
-75.75,45.75,,1.0,1.0,4.165604,10.755833,24.780455,1159.798,25.06125,-18.34325,43.404503,12.874791,-9.78975,17.64675,-10.842958,1050.0,106.0,68.0,13.7843,298.0,211.0,296.0,223.0,0.0,3.0,10.0,0.0,3.0,0.0,78.0,0.0,4.0,2.0
-75.75,45.916666666666664,,,1.0,3.9953752,10.878875,24.872965,1162.4569,24.946001,-18.79175,43.73775,17.495667,-10.065541,17.495667,-11.043375,1033.0,107.0,68.0,13.502722,297.0,211.0,297.0,222.0,0.0,1.0,7.0,0.0,2.0,0.0,74.0,0.0,16.0,3.0
-75.75,46.416666666666664,,,1.0,3.4233332,11.803333,26.240126,1175.5817,24.74725,-20.23475,44.982002,17.039417,-10.586542,17.039417,-11.951167,977.0,104.0,57.0,17.3336,295.0,192.0,295.0,198.0,0.0,1.0,6.0,0.0,2.0,0.0,84.0,0.0,6.0,2.0
-75.58333333333333,44.083333333333336,,1.0,,6.3895,10.993417,27.498322,1040.6357,25.81225,-14.16625,39.9785,8.376375,-5.955,18.668625,-7.0313334,1032.0,109.0,59.0,16.67117,304.0,204.0,273.0,225.0,0.0,3.0,18.0,0.0,1.0,0.0,77.0,0.0,0.0,1.0
-75.58333333333333,44.25,1.0,1.0,1.0,6.498417,11.102959,27.353758,1052.9789,26.2295,-14.36075,40.59025,8.437792,-5.9689164,18.952917,-7.0835,979.0,105.0,56.0,18.170504,290.0,185.0,263.0,205.0,0.0,11.0,21.0,0.0,2.0,0.0,66.0,0.0,1.0,1.0
-75.58333333333333,44.416666666666664,1.0,,,6.660208,10.711208,26.439104,1063.7594,26.3815,-14.13125,40.51275,14.298708,-5.9585834,19.246334,-7.059,935.0,101.0,54.0,18.673918,278.0,174.0,254.0,192.0,0.0,5.0,17.0,0.0,1.0,0.0,68.0,0.0,8.0,2.0
-75.58333333333333,44.75,,1.0,,6.3161874,10.149959,24.86714,1093.5088,26.2655,-14.55125,40.81675,18.27629,-6.6634583,19.258375,-7.7604585,903.0,93.0,56.0,15.916766,268.0,175.0,252.0,190.0,0.0,16.0,18.0,0.0,2.0,0.0,58.0,2.0,5.0,0.0
-75.58333333333333,44.916666666666664,,1.0,,6.022604,10.211083,24.634552,1113.4056,26.266,-15.18425,41.45025,18.152916,-7.2130833,19.150126,-8.355458,919.0,89.0,60.0,13.601553,264.0,182.0,253.0,200.0,0.0,18.0,17.0,0.0,2.0,0.0,61.0,1.0,0.0,0.0
-75.58333333333333,45.083333333333336,1.0,1.0,1.0,5.886542,10.244,24.457735,1133.2694,26.3315,-15.553,41.8845,18.170584,-7.6287084,19.208666,-8.777917,920.0,89.0,61.0,13.007517,261.0,184.0,254.0,203.0,1.0,34.0,18.0,0.0,2.0,0.0,41.0,3.0,2.0,1.0
-75.58333333333333,45.25,1.0,1.0,1.0,5.669177,10.267771,24.350973,1144.3635,26.237,-15.92875,42.16575,18.050417,-7.9571667,19.093834,-9.164208,926.0,89.0,59.0,13.895163,263.0,183.0,261.0,201.0,1.0,23.0,21.0,0.0,2.0,0.0,45.0,7.0,1.0,1.0
-75.58333333333333,45.416666666666664,1.0,1.0,1.0,5.823375,10.540584,24.578718,1158.2667,26.73925,-16.14575,42.885002,19.409834,-7.940833,19.409834,-9.175333,941.0,91.0,56.0,15.407345,270.0,181.0,270.0,198.0,1.0,10.0,16.0,0.0,2.0,0.0,31.0,35.0,5.0,1.0
-75.58333333333333,45.583333333333336,1.0,1.0,1.0,4.9396667,10.7421665,24.879084,1154.823,25.8155,-17.362,43.177498,13.405084,-8.883416,18.400167,-10.043125,998.0,98.0,62.0,15.086884,284.0,194.0,281.0,212.0,1.0,13.0,16.0,0.0,3.0,0.0,58.0,6.0,3.0,2.0
-75.58333333333333,46.583333333333336,,,1.0,2.934146,11.935333,26.212778,1187.7539,24.4175,-21.115,45.5325,16.676666,-11.253083,16.676666,-12.597292,1019.0,104.0,58.0,17.78694,303.0,196.0,303.0,205.0,0.0,5.0,10.0,0.0,3.0,0.0,77.0,2.0,2.0,1.0
-75.41666666666667,44.083333333333336,,1.0,,6.0913334,11.139916,27.838135,1037.8179,25.589,-14.42775,40.01675,8.062584,-6.203125,18.346333,-7.26675,1047.0,111.0,59.0,16.81506,306.0,205.0,283.0,224.0,0.0,0.0,7.0,0.0,0.0,0.0,90.0,0.0,2.0,1.0
-75.41666666666667,44.416666666666664,1.0,,,6.5094686,11.2438545,27.431728,1066.0009,26.516,-14.4725,40.988503,14.099458,-6.080583,19.11329,-7.2737083,940.0,103.0,51.0,19.961702,285.0,171.0,262.0,186.0,0.0,11.0,21.0,0.0,1.0,0.0,65.0,1.0,0.0,1.0
-75.41666666666667,44.75,1.0,,,6.4341874,10.390333,25.319273,1091.002,26.50675,-14.5305,41.03725,18.390041,-6.516375,19.361958,-7.617875,897.0,94.0,54.0,16.623611,271.0,174.0,254.0,187.0,0.0,16.0,20.0,0.0,2.0,0.0,47.0,3.0,12.0,1.0
-75.41666666666667,45.083333333333336,,1.0,,5.923552,10.577687,25.06769,1140.8009,26.508,-15.6885,42.1965,18.161167,-7.666042,19.302166,-8.884084,958.0,92.0,61.0,12.713172,269.0,193.0,266.0,210.0,0.0,71.0,10.0,0.0,1.0,0.0,16.0,2.0,0.0,0.0
-75.41666666666667,45.25,1.0,1.0,,5.6655626,10.551875,24.83773,1149.504,26.354,-16.12925,42.48325,19.11654,-8.025958,19.11654,-9.287916,965.0,92.0,61.0,13.367453,271.0,195.0,271.0,209.0,0.0,57.0,13.0,0.0,1.0,0.0,25.0,3.0,0.0,0.0
-75.41666666666667,45.416666666666664,1.0,1.0,1.0,5.4614167,10.840125,25.149206,1161.3947,26.43575,-16.6675,43.10325,19.017876,-8.378875,19.017876,-9.646874,979.0,95.0,60.0,14.617285,276.0,193.0,276.0,208.0,1.0,41.0,18.0,0.0,2.0,0.0,29.0,9.0,0.0,1.0
-75.41666666666667,45.583333333333336,1.0,1.0,1.0,5.024854,10.885083,25.091967,1159.4438,26.0105,-17.37025,43.380753,13.497084,-8.853792,18.52354,-10.032625,1013.0,99.0,63.0,15.47089,293.0,197.0,284.0,213.0,1.0,16.0,19.0,0.0,3.0,0.0,50.0,6.0,6.0,3.0
-75.41666666666667,45.75,,,1.0,4.1410627,10.910958,25.140892,1154.3771,24.99875,-18.4005,43.39925,12.7057085,-9.705,17.535791,-10.84225,1090.0,112.0,71.0,15.1231365,321.0,218.0,303.0,228.0,0.0,3.0,9.0,0.0,3.0,0.0,83.0,0.0,2.0,2.0
-75.41666666666667,46.583333333333336,,1.0,,3.1479166,12.049251,26.337591,1192.5125,24.79175,-20.9575,45.749252,16.9285,-11.121083,16.9285,-12.476708,1018.0,104.0,57.0,18.850323,306.0,191.0,306.0,202.0,1.0,8.0,14.0,0.0,4.0,0.0,64.0,3.0,6.0,1.0
-75.41666666666667,46.75,1.0,,,2.7994063,12.168646,26.435474,1197.5477,24.5095,-21.522,46.0315,16.624874,-11.528375,16.624874,-12.885458,1034.0,109.0,58.0,19.929686,314.0,191.0,314.0,200.0,1.0,12.0,15.0,0.0,5.0,0.0,63.0,1.0,3.0,1.0
-75.25,44.25,,1.0,,5.9807706,11.476042,28.153948,1052.9664,25.85125,-14.9105,40.76175,17.430334,-6.4309583,18.416208,-7.621792,1015.0,110.0,55.0,18.817373,308.0,190.0,287.0,204.0,0.0,2.0,9.0,0.0,0.0,0.0,88.0,0.0,0.0,1.0
-75.25,44.416666666666664,,1.0,,6.2112603,11.373771,27.682669,1066.878,26.231,-14.85525,41.08625,17.80275,-6.385792,18.805916,-7.59525,964.0,106.0,52.0,19.834465,297.0,177.0,275.0,189.0,0.0,8.0,14.0,0.0,1.0,0.0,76.0,0.0,1.0,1.0
-75.25,45.25,1.0,1.0,1.0,5.7269793,10.6866665,25.048147,1151.8607,26.4835,-16.181,42.664497,19.198292,-7.993375,19.198292,-9.2655,1006.0,96.0,62.0,13.855152,282.0,203.0,282.0,215.0,1.0,64.0,11.0,0.0,1.0,0.0,18.0,4.0,0.0,0.0
-75.25,45.416666666666664,1.0,1.0,,5.4162083,10.797125,25.07839,1157.2705,26.30775,-16.74575,43.0535,18.912958,-8.396584,18.912958,-9.653833,1012.0,97.0,62.0,14.605406,284.0,202.0,284.0,215.0,1.0,27.0,15.0,0.0,1.0,0.0,54.0,2.0,0.0,0.0
-75.25,45.583333333333336,1.0,1.0,1.0,5.1485624,10.91975,25.113842,1165.039,26.191,-17.29,43.481003,13.660625,-8.839666,18.698542,-9.998875,1026.0,100.0,63.0,15.8090105,298.0,200.0,287.0,214.0,1.0,27.0,19.0,0.0,2.0,0.0,39.0,5.0,7.0,3.0
-75.25,45.75,1.0,1.0,,4.2153854,10.939062,25.236322,1152.8563,25.0515,-18.295,43.3465,12.771874,-9.636541,17.604708,-10.727333,1099.0,111.0,70.0,15.5602255,324.0,218.0,305.0,228.0,0.0,2.0,8.0,0.0,2.0,0.0,81.0,0.0,7.0,2.0
-75.25,46.25,,1.0,,3.1090312,11.646271,26.008041,1169.3376,24.36,-20.4195,44.779503,16.692041,-10.831875,16.692041,-12.119125,1073.0,112.0,66.0,16.078993,321.0,213.0,321.0,223.0,0.0,0.0,6.0,0.0,2.0,0.0,87.0,0.0,5.0,1.0
-75.25,46.75,,1.0,,2.7677917,12.123292,26.430395,1194.1566,24.41425,-21.4545,45.86875,16.590626,-11.4845,16.590626,-12.864417,1048.0,111.0,59.0,20.322014,321.0,193.0,321.0,204.0,0.0,1.0,8.0,0.0,3.0,0.0,83.0,0.0,4.0,1.0
-75.08333333333333,44.416666666666664,,1.0,,5.7715416,11.593291,28.135302,1066.6136,25.803,-15.4025,41.205498,17.339333,-6.7920833,18.34375,-8.028958,1002.0,109.0,54.0,19.84435,312.0,185.0,293.0,195.0,0.0,2.0,8.0,0.0,0.0,0.0,90.0,0.0,0.0,1.0
-75.08333333333333,44.583333333333336,1.0,1.0,1.0,6.1775103,11.316521,27.337069,1082.9464,26.383,-15.013249,41.396248,17.92171,-6.576125,18.963667,-7.8649583,957.0,106.0,51.0,20.655684,301.0,174.0,280.0,183.0,0.0,11.0,18.0,0.0,1.0,0.0,69.0,1.0,0.0,0.0
-75.08333333333333,44.916666666666664,1.0,1.0,,6.282802,10.521563,25.383745,1102.9159,26.560501,-14.8895,41.45,18.311584,-6.8695,19.290667,-7.9545417,979.0,97.0,62.0,14.924117,287.0,192.0,275.0,208.0,0.0,8.0,15.0,0.0,2.0,0.0,57.0,1.0,17.0,2.0
-75.08333333333333,45.416666666666664,1.0,1.0,1.0,5.4697814,10.746354,25.03125,1155.2174,26.30425,-16.6275,42.93175,18.95475,-8.304542,18.95475,-9.564959,1033.0,100.0,62.0,14.959982,290.0,206.0,290.0,219.0,0.0,38.0,11.0,0.0,1.0,0.0,48.0,1.0,0.0,4.0
-75.08333333333333,45.583333333333336,,1.0,1.0,5.2022915,10.85025,24.991074,1165.6769,26.182,-17.2345,43.4165,13.732583,-8.810708,18.7515,-9.965083,1039.0,101.0,63.0,16.165096,300.0,201.0,292.0,217.0,1.0,28.0,18.0,0.0,2.0,0.0,40.0,2.0,9.0,2.0
-75.08333333333333,45.75,1.0,,1.0,4.3646145,11.204937,25.66849,1161.5505,25.42675,-18.22575,43.6525,12.892917,-9.572875,17.840958,-10.738958,1075.0,107.0,66.0,16.6125,316.0,208.0,305.0,222.0,0.0,18.0,16.0,0.0,2.0,0.0,61.0,2.0,0.0,0.0
-75.08333333333333,45.916666666666664,1.0,,,3.9994376,11.183708,25.66734,1150.5089,24.9285,-18.64325,43.571747,12.637417,-9.927083,17.375292,-10.848458,1079.0,110.0,66.0,17.11993,318.0,209.0,313.0,218.0,0.0,3.0,9.0,0.0,2.0,0.0,72.0,1.0,14.0,1.0
-75.08333333333333,46.083333333333336,,,1.0,3.6744895,11.404396,25.675312,1160.5092,24.799,-19.61875,44.417747,17.215626,-10.265083,17.215626,-11.3855,1069.0,110.0,65.0,17.18077,316.0,207.0,316.0,218.0,0.0,0.0,5.0,0.0,1.0,0.0,79.0,0.0,14.0,2.0
-75.08333333333333,46.25,,1.0,,3.4364064,11.647521,25.916063,1170.5288,24.7245,-20.21875,44.943253,17.057709,-10.592667,17.057709,-11.810917,1048.0,108.0,63.0,17.50701,317.0,203.0,317.0,215.0,0.0,0.0,5.0,0.0,2.0,0.0,80.0,0.0,13.0,2.0
-75.08333333333333,46.583333333333336,,1.0,1.0,2.7662396,11.920146,26.242533,1186.1718,24.253,-21.17,45.423,16.5625,-11.350291,16.5625,-12.69925,1059.0,109.0,61.0,18.810217,324.0,201.0,324.0,213.0,0.0,0.0,6.0,0.0,2.0,0.0,79.0,0.0,12.0,2.0
-74.91666666666667,44.083333333333336,1.0,1.0,1.0,4.593198,11.9591875,29.304193,1042.4164,24.399,-16.411499,40.8105,15.970459,-3.0755417,16.912416,-8.743792,1152.0,118.0,65.0,17.217085,348.0,224.0,333.0,240.0,0.0,0.0,3.0,0.0,0.0,0.0,94.0,0.0,3.0,1.0
-74.91666666666667,44.25,1.0,1.0,,4.870531,12.003187,29.21141,1053.9597,24.87225,-16.2185,41.09075,16.345583,-7.5389166,17.306208,-8.644542,1091.0,115.0,61.0,18.656963,338.0,209.0,322.0,219.0,0.0,1.0,6.0,0.0,0.0,0.0,89.0,0.0,4.0,1.0
-74.91666666666667,44.416666666666664,,1.0,,5.172146,11.778084,28.55016,1064.5839,25.24525,-16.00875,41.254,16.739124,-7.337042,17.717333,-8.547292,1044.0,111.0,57.0,19.771658,327.0,195.0,312.0,204.0,0.0,0.0,4.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0
-74.91666666666667,44.583333333333336,,1.0,1.0,5.788344,11.307771,27.326162,1080.5104,25.95325,-15.4275,41.380753,17.513708,-6.9451666,18.524958,-8.205292,987.0,106.0,54.0,20.609838,312.0,180.0,297.0,190.0,0.0,3.0,10.0,0.0,1.0,0.0,83.0,1.0,2.0,1.0
-74.91666666666667,44.75,1.0,1.0,,6.29974,11.000188,26.42418,1096.495,26.663,-14.966249,41.62925,18.183083,-6.6425,19.2495,-7.899542,952.0,101.0,54.0,19.548168,295.0,174.0,282.0,186.0,0.0,5.0,18.0,0.0,2.0,0.0,72.0,3.0,0.0,1.0
-74.91666666666667,44.916666666666664,,1.0,1.0,6.4131875,10.54025,25.465076,1101.2794,26.7185,-14.6725,41.391,18.440292,-6.710708,19.430834,-7.779333,964.0,95.0,60.0,15.152349,281.0,188.0,275.0,203.0,0.0,4.0,18.0,0.0,2.0,0.0,56.0,4.0,16.0,2.0
-74.91666666666667,45.25,,1.0,,5.680208,10.635417,25.039534,1146.8813,26.33675,-16.13775,42.474503,19.112,-7.9578753,19.112,-9.221167,1024.0,99.0,65.0,13.265027,286.0,210.0,286.0,222.0,0.0,44.0,16.0,0.0,2.0,0.0,37.0,1.0,0.0,0.0
-74.91666666666667,45.416666666666664,,1.0,1.0,5.5177083,10.821834,25.120173,1165.584,26.41475,-16.6655,43.08025,19.120958,-8.391666,19.120958,-9.643625,1029.0,101.0,63.0,15.372565,290.0,202.0,290.0,218.0,1.0,67.0,14.0,0.0,1.0,0.0,15.0,2.0,0.0,1.0
-74.91666666666667,45.583333333333336,,,1.0,5.2782707,10.905458,25.099447,1167.9962,26.351,-17.098,43.448997,7.831667,-8.753959,18.888834,-9.900875,1035.0,101.0,62.0,16.660177,297.0,198.0,294.0,216.0,1.0,42.0,21.0,0.0,2.0,0.0,27.0,2.0,5.0,1.0
-74.91666666666667,45.75,1.0,1.0,1.0,4.3979273,11.007062,25.398764,1154.5564,25.23975,-18.09725,43.336998,16.928959,-9.476125,17.798708,-10.590959,1107.0,108.0,67.0,16.851543,321.0,213.0,318.0,230.0,0.0,7.0,10.0,0.0,2.0,0.0,80.0,0.0,0.0,0.0
-74.91666666666667,46.25,,1.0,,3.3579376,11.733583,26.008163,1174.8182,24.7245,-20.390501,45.115,17.043541,-10.691084,17.043541,-11.942875,1061.0,109.0,61.0,18.96396,323.0,200.0,323.0,211.0,0.0,0.0,7.0,0.0,3.0,0.0,79.0,0.0,11.0,2.0
-74.91666666666667,46.416666666666664,,1.0,1.0,3.1484063,12.007604,26.476168,1179.0028,24.67375,-20.67875,45.3525,16.867458,-10.914541,16.867458,-12.2266245,1037.0,108.0,59.0,19.562723,318.0,194.0,318.0,207.0,0.0,1.0,9.0,0.0,4.0,0.0,75.0,0.0,11.0,1.0
-74.75,44.083333333333336,,1.0,,4.4347916,12.050792,29.465479,1043.2335,24.2585,-16.6395,40.898,15.838041,-3.242792,16.742834,-8.90825,1153.0,116.0,67.0,16.25949,347.0,230.0,334.0,241.0,0.0,0.0,4.0,0.0,0.0,0.0,88.0,0.0,7.0,2.0
-74.75,44.25,1.0,1.0,,4.6832395,12.119854,29.461277,1050.8063,24.73525,-16.403,41.138252,16.156084,-7.6705,17.102333,-8.776584,1090.0,113.0,62.0,18.426193,338.0,211.0,326.0,221.0,0.0,0.0,4.0,0.0,0.0,0.0,91.0,0.0,4.0,1.0
-74.75,44.916666666666664,,1.0,1.0,6.4027257,10.550104,25.479488,1106.1097,26.721554,-14.684711,41.406265,18.440811,-6.7227235,19.479448,-7.8661237,959.0,95.0,58.0,16.297226,281.0,184.0,278.0,200.0,0.0,6.0,17.0,0.0,1.0,0.0,70.0,1.0,4.0,1.0
-74.75,45.083333333333336,1.0,1.0,1.0,6.19774,10.395094,24.921524,1126.531,26.641388,-15.069922,41.71131,19.47935,-7.193873,19.47935,-8.345458,986.0,95.0,61.0,13.358293,277.0,200.0,277.0,216.0,1.0,22.0,18.0,0.0,2.0,0.0,41.0,11.0,6.0,0.0
-74.75,45.25,,1.0,,5.6215835,10.446125,24.758839,1140.3298,26.114,-16.0775,42.191498,18.979376,-7.9795413,18.979376,-9.166375,1007.0,97.0,64.0,13.002044,282.0,207.0,282.0,221.0,0.0,18.0,19.0,0.0,2.0,0.0,59.0,0.0,1.0,0.0
-74.75,45.416666666666664,1.0,,1.0,5.427906,10.696771,24.968391,1158.6677,26.17375,-16.6675,42.841248,18.955042,-8.433416,18.955042,-9.625709,1026.0,102.0,63.0,15.253586,291.0,202.0,291.0,218.0,1.0,46.0,17.0,0.0,2.0,0.0,33.0,0.0,0.0,0.0
-74.75,45.75,1.0,,,4.454552,10.773146,25.00919,1148.2272,25.142,-17.93475,43.07675,17.817833,-9.353209,17.817833,-10.406167,1114.0,110.0,66.0,17.768124,326.0,212.0,326.0,229.0,0.0,2.0,8.0,0.0,1.0,0.0,83.0,0.0,5.0,2.0
-74.75,45.916666666666664,1.0,1.0,,3.9618542,11.2005,25.684654,1154.6508,24.87225,-18.7355,43.60775,17.388124,-9.892458,17.388124,-10.997042,1107.0,112.0,65.0,19.233091,336.0,209.0,336.0,223.0,0.0,1.0,6.0,0.0,1.0,0.0,89.0,0.0,2.0,1.0
-74.75,46.083333333333336,,1.0,,3.5800626,11.542375,25.945938,1165.187,24.71775,-19.7685,44.48625,17.136917,-10.368208,17.136917,-11.572166,1095.0,112.0,64.0,19.800907,334.0,205.0,334.0,218.0,0.0,1.0,9.0,0.0,3.0,0.0,80.0,0.0,6.0,2.0
-74.75,46.25,,1.0,,3.430323,11.855937,26.341553,1171.0983,24.77575,-20.23275,45.0085,17.050667,-10.560667,17.050667,-11.832375,1059.0,112.0,59.0,21.366776,327.0,192.0,327.0,205.0,0.0,2.0,10.0,0.0,3.0,0.0,80.0,0.0,5.0,2.0
-74.75,46.416666666666664,,1.0,,3.1627812,12.138687,26.818865,1173.5437,24.6175,-20.64425,45.26175,16.799126,-10.813126,16.799126,-12.156167,1037.0,111.0,57.0,21.090279,320.0,189.0,320.0,201.0,0.0,0.0,7.0,0.0,3.0,0.0,85.0,0.0,4.0,1.0
-74.75,46.583333333333336,,1.0,,2.7138853,12.26877,26.982716,1178.6451,24.30125,-21.16775,45.469,16.413958,-11.288625,16.413958,-12.64825,1046.0,112.0,59.0,20.47213,323.0,194.0,323.0,206.0,0.0,0.0,8.0,0.0,4.0,0.0,86.0,0.0,2.0,1.0
-74.75,47.916666666666664,,1.0,,0.8867813,12.001687,26.071636,1219.5369,22.66,-23.3735,46.0335,13.920083,-7.859958,15.080999,-15.073874,1025.0,125.0,53.0,29.59916,355.0,173.0,350.0,192.0,0.0,0.0,8.0,0.0,5.0,0.0,79.0,0.0,7.0,1.0
-74.58333333333333,44.083333333333336,,1.0,,4.4929376,12.173458,29.828318,1037.2859,24.3475,-16.46425,40.811752,15.821167,-7.709167,16.729084,-8.786834,1128.0,114.0,67.0,15.606596,338.0,229.0,327.0,236.0,0.0,0.0,3.0,0.0,0.0,0.0,88.0,0.0,9.0,1.0
-74.58333333333333,44.25,1.0,1.0,1.0,4.6234374,12.142917,29.607302,1045.9639,24.631,-16.38225,41.013252,16.041708,-7.6922917,16.963375,-8.771083,1092.0,114.0,64.0,17.292208,336.0,217.0,326.0,225.0,0.0,1.0,5.0,0.0,0.0,0.0,89.0,0.0,4.0,1.0
-74.58333333333333,44.916666666666664,,1.0,,6.2921147,10.645937,25.771317,1105.3052,26.56425,-14.745,41.30925,18.343416,-6.854292,19.341125,-7.9730835,958.0,96.0,58.0,16.638084,284.0,184.0,280.0,198.0,0.0,10.0,18.0,0.0,1.0,0.0,70.0,1.0,0.0,0.0
-74.58333333333333,45.083333333333336,,1.0,,6.144574,10.369263,24.95377,1120.7814,26.399689,-15.154205,41.553894,19.331568,-7.31298,19.331568,-8.284995,955.0,91.0,59.0,13.813161,271.0,193.0,271.0,209.0,0.0,28.0,15.0,0.0,2.0,0.0,37.0,1.0,16.0,2.0
-74.58333333333333,45.25,,1.0,,5.687792,10.513667,24.837683,1144.3833,26.1895,-16.14,42.3295,19.079082,-8.057041,19.079082,-9.126166,982.0,95.0,62.0,13.142615,276.0,201.0,276.0,215.0,1.0,42.0,18.0,0.0,2.0,0.0,36.0,2.0,0.0,0.0
-74.58333333333333,45.583333333333336,1.0,1.0,1.0,5.275448,10.623438,24.671675,1160.0681,26.082,-16.97725,43.05925,18.818,-8.677459,18.818,-9.758208,1043.0,107.0,62.0,17.88259,303.0,197.0,303.0,212.0,1.0,31.0,19.0,0.0,2.0,0.0,35.0,4.0,7.0,1.0
-74.58333333333333,45.75,,,1.0,4.2542186,10.708729,24.95393,1147.7583,24.89025,-18.02375,42.914,17.639126,-9.482959,17.639126,-10.587084,1142.0,116.0,69.0,17.211817,335.0,221.0,335.0,239.0,0.0,2.0,8.0,0.0,2.0,0.0,85.0,0.0,2.0,1.0
-74.58333333333333,45.916666666666664,,1.0,,3.9525626,11.043458,25.436378,1154.6316,24.7665,-18.6495,43.416,17.392918,-4.5894585,17.392918,-10.997708,1126.0,117.0,67.0,18.743975,340.0,212.0,340.0,232.0,0.0,3.0,8.0,0.0,2.0,0.0,80.0,0.0,7.0,2.0
-74.58333333333333,46.083333333333336,,1.0,1.0,3.6845207,11.612708,26.092161,1165.2683,24.91725,-19.58925,44.5065,17.246082,-4.7320833,17.246082,-11.471958,1081.0,114.0,62.0,21.105253,332.0,196.0,332.0,215.0,0.0,3.0,12.0,0.0,4.0,0.0,76.0,1.0,3.0,1.0
-74.58333333333333,46.25,1.0,1.0,1.0,2.952448,11.725062,26.29675,1164.1001,24.2165,-20.371,44.5875,16.570457,-5.4809165,16.570457,-12.136084,1094.0,113.0,63.0,20.812878,335.0,199.0,335.0,219.0,0.0,0.0,7.0,0.0,2.0,0.0,84.0,0.0,5.0,1.0
-74.41666666666667,44.083333333333336,,1.0,,4.3965,12.1466255,29.912086,1029.216,24.1805,-16.42725,40.60775,15.654125,-7.6983333,16.557333,-8.760375,1116.0,115.0,66.0,15.739975,336.0,227.0,325.0,231.0,0.0,0.0,2.0,0.0,0.0,0.0,91.0,0.0,6.0,1.0
-74.41666666666667,44.25,1.0,1.0,,4.6441355,12.13827,29.676472,1041.2347,24.6935,-16.2085,40.902,16.04575,-7.627667,16.957209,-8.658542,1073.0,114.0,63.0,16.987007,329.0,215.0,322.0,221.0,0.0,0.0,6.0,0.0,1.0,0.0,83.0,1.0,9.0,2.0
-74.41666666666667,44.75,,1.0,,5.120146,11.223458,27.351774,1078.4628,25.2395,-15.7942505,41.033752,16.853334,-7.638,17.825209,-8.789,1081.0,122.0,63.0,19.21365,336.0,205.0,331.0,220.0,0.0,6.0,9.0,0.0,1.0,0.0,84.0,0.0,0.0,0.0
-74.41666666666667,45.083333333333336,,1.0,,6.175417,10.2809,24.960184,1115.7196,26.315199,-14.874,41.189198,19.322134,-7.2414665,19.322134,-8.1424,979.0,95.0,60.0,15.066346,281.0,192.0,281.0,206.0,0.0,31.0,10.0,0.0,1.0,0.0,22.0,1.0,35.0,1.0
